pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,Year,Month,Day_from_date
1008.9,32.8,30.0,28.0,25.4,77,32,no,11.9,250.0,21.6,2023,10,25
1006.5,31.2,28.3,26.9,24.4,79,84,yes,4.5,210.0,8.9,2023,10,26
1003.8,29.0,28.1,27.0,25.1,84,88,yes,0.0,230.0,16.3,2023,10,27
1008.2,30.2,27.8,26.5,25.0,85,81,yes,2.5,90.0,15.1,2023,10,28
1009.1,35.1,31.3,29.4,26.3,75,57,yes,9.9,160.0,11.9,2023,10,29
1005.1,33.9,30.1,27.0,24.9,74,47,yes,10.4,50.0,14.1,2023,10,30
1020.4,27.2,25.6,24.4,21.6,79,66,yes,5.3,80.0,40.8,2023,10,31
1022.2,15.9,15.0,14.7,11.0,77,82,yes,0.0,70.0,44.7,2023,11,1
1007.6,30.3,27.7,24.5,25.6,89,89,yes,1.2,200.0,24.0,2023,11,2
1025.3,19.2,17.3,15.2,13.3,78,86,yes,1.2,20.0,20.9,2023,11,3
1008.2,27.7,24.9,22.6,22.8,88,81,yes,0.3,240.0,13.0,2023,11,4
1015.0,29.6,26.8,24.9,22.1,76,61,yes,8.2,80.0,19.7,2023,11,5
1008.2,29.1,26.8,25.4,24.0,85,83,yes,3.6,230.0,20.2,2023,11,6
1005.1,33.9,30.1,27.0,24.9,74,47,yes,10.4,50.0,14.1,2023,11,7
1008.2,30.2,27.8,26.5,25.0,85,81,yes,2.5,90.0,15.1,2023,11,8
1008.1,32.3,29.6,27.8,25.6,79,43,no,9.7,240.0,24.9,2023,11,9
1008.7,26.1,24.4,23.2,23.2,93,84,yes,1.4,190.0,8.5,2023,11,10
1020.8,21.2,16.7,12.7,7.2,54,29,no,10.2,40.0,17.2,2023,11,11
1008.4,28.9,26.8,24.8,23.2,81,65,yes,6.4,20.0,7.9,2023,11,12
1019.6,16.8,15.5,14.8,13.9,90,92,yes,0.0,70.0,50.6,2023,11,13
1026.6,18.6,17.3,16.3,12.8,75,85,yes,1.0,20.0,25.9,2023,11,14
1017.5,17.3,16.6,15.3,9.8,64,77,yes,0.1,40.0,22.0,2023,11,15
1009.5,31.8,29.9,28.7,25.7,79,72,no,7.0,220.0,25.2,2023,11,16
1005.9,28.3,26.5,24.7,24.3,88,77,yes,1.9,230.0,25.9,2023,11,17
1021.3,21.1,19.4,17.1,16.2,82,87,yes,1.6,50.0,22.5,2023,11,18
1008.3,29.1,26.2,23.8,17.3,58,78,no,7.5,10.0,17.2,2023,11,19
1015.8,30.3,26.7,24.8,23.3,82,58,yes,7.7,50.0,12.8,2023,11,20
1012.7,31.3,28.1,26.5,23.2,75,47,no,7.9,60.0,24.5,2023,11,21
1022.2,19.0,18.0,17.0,14.1,78,90,yes,0.0,30.0,28.5,2023,11,22
1007.8,30.9,28.0,26.2,24.7,82,62,yes,8.8,100.0,16.2,2023,11,23
1017.7,17.1,16.1,15.1,15.3,95,100,yes,0.0,50.0,26.2,2023,11,24
1008.5,31.2,29.2,26.9,26.5,86,88,yes,0.2,230.0,18.0,2023,11,25
1007.8,30.8,27.2,25.3,22.7,77,63,no,5.6,20.0,11.3,2023,11,26
1018.9,25.2,22.4,20.4,17.7,75,56,yes,6.0,100.0,15.7,2023,11,27
1012.7,31.3,28.1,26.5,23.2,75,47,no,7.9,60.0,24.5,2023,11,28
1016.9,25.9,24.9,24.0,21.4,81,88,yes,1.1,80.0,46.3,2023,11,29
1005.5,34.4,30.6,27.9,23.2,65,22,no,9.1,10.0,10.7,2023,11,30
1015.2,28.7,25.2,23.1,20.7,76,19,no,9.1,90.0,14.1,2023,12,1
1018.4,20.3,18.4,15.7,15.8,85,91,yes,0.1,70.0,41.3,2023,12,2
1011.4,28.2,25.8,23.2,23.4,87,82,yes,2.7,40.0,9.2,2023,12,3
1011.1,31.0,28.1,26.8,23.7,77,46,yes,8.4,100.0,21.4,2023,12,4
1015.8,25.9,21.8,19.2,18.0,79,72,no,7.6,220.0,6.6,2023,12,5
1015.0,16.3,15.3,14.1,13.6,90,100,yes,0.0,60.0,33.2,2023,12,6
1010.6,31.0,28.7,27.1,25.1,81,69,no,4.7,170.0,12.1,2023,12,7
1020.3,20.6,19.9,18.7,17.6,87,88,yes,0.3,60.0,27.3,2023,12,8
1021.8,18.8,15.2,13.3,10.9,76,45,no,9.2,40.0,9.1,2023,12,9
1011.1,31.9,29.3,27.2,24.8,78,38,no,11.0,220.0,11.7,2023,12,10
1024.3,17.5,13.2,11.4,6.6,64,88,yes,0.0,20.0,33.5,2023,12,11
1017.5,18.5,18.0,17.2,15.5,85,91,yes,0.0,70.0,37.7,2023,12,12
1007.6,29.5,27.6,26.7,24.8,85,84,yes,1.8,70.0,34.8,2023,12,13
1012.4,31.6,27.9,26.5,23.1,76,82,yes,4.2,10.0,30.6,2023,12,14
1008.9,32.8,30.0,28.0,25.4,77,32,no,11.9,250.0,21.6,2023,12,15
1007.9,33.8,28.7,24.7,25.4,83,75,yes,5.5,220.0,20.8,2023,12,16
1006.7,32.8,29.0,25.8,20.6,61,30,no,11.1,10.0,16.4,2023,12,17
1007.9,33.8,28.7,24.7,25.4,83,75,yes,5.5,220.0,20.8,2023,12,18
1006.7,32.2,28.7,26.9,26.3,87,71,yes,4.7,90.0,14.0,2023,12,19
1017.4,21.8,20.5,20.1,18.1,86,88,yes,0.0,70.0,35.3,2023,12,20
1005.7,29.2,27.1,25.4,25.8,93,96,yes,0.0,220.0,29.8,2023,12,21
1010.9,27.5,25.9,24.1,24.2,90,86,yes,1.1,190.0,16.0,2023,12,22
1013.0,30.7,27.0,24.8,21.6,73,50,no,8.3,80.0,9.9,2023,12,23
1008.8,30.4,26.9,25.0,24.3,86,87,yes,0.7,20.0,9.8,2023,12,24
1017.1,15.5,14.8,14.0,11.1,79,94,yes,0.0,70.0,38.0,2023,12,25
1005.0,31.5,29.7,28.5,26.7,84,90,yes,1.3,220.0,24.3,2023,12,26
1006.8,27.9,26.6,25.8,25.2,92,88,yes,0.0,220.0,5.9,2023,12,27
1002.4,33.2,30.7,28.3,24.3,70,48,no,7.8,10.0,11.0,2023,12,28
1006.5,32.4,30.3,29.0,26.5,80,77,yes,5.2,220.0,28.8,2023,12,29
1005.5,25.1,21.8,20.9,21.6,98,93,yes,0.0,40.0,14.5,2023,12,30
1004.9,32.2,29.7,28.1,25.3,78,38,no,11.0,230.0,20.5,2023,12,31
1007.4,28.8,26.9,25.6,25.1,90,88,yes,0.2,210.0,12.9,2024,1,1
1011.5,23.4,22.2,20.4,20.9,92,90,yes,0.5,50.0,23.7,2024,1,2
1013.0,30.7,27.0,24.8,21.6,73,50,no,8.3,80.0,9.9,2024,1,3
1020.6,19.7,17.9,16.9,13.3,74,87,no,0.6,30.0,21.6,2024,1,4
1011.3,31.9,28.6,26.5,23.1,73,60,no,9.0,70.0,39.5,2024,1,5
1008.2,32.4,29.9,28.3,26.6,83,81,yes,8.4,230.0,20.5,2024,1,6
1008.3,32.0,29.4,27.0,26.4,84,57,yes,7.4,60.0,17.5,2024,1,7
1010.7,26.1,23.7,21.0,22.0,90,81,yes,1.0,300.0,11.1,2024,1,8
1007.5,32.6,29.0,25.8,26.5,87,88,yes,5.4,130.0,22.5,2024,1,9
998.5,36.3,32.4,30.0,24.0,62,55,no,10.8,290.0,17.2,2024,1,10
999.0,35.6,31.5,26.4,26.4,75,57,yes,10.0,280.0,25.0,2024,1,11
1006.6,33.5,29.9,28.7,24.7,74,49,yes,6.3,270.0,16.1,2024,1,12
1034.6,7.1,4.9,3.1,2.2,61,96,yes,0.0,20.0,59.5,2024,1,13
1016.8,26.2,25.4,24.5,22.3,83,81,yes,0.8,80.0,28.9,2024,1,14
1015.2,27.8,26.7,25.4,25.4,93,88,yes,0.9,100.0,37.0,2024,1,15
1020.6,19.7,17.9,16.9,13.3,74,87,no,0.6,30.0,21.6,2024,1,16
1026.4,16.5,13.9,11.3,3.1,48,11,no,9.5,40.0,25.2,2024,1,17
1014.6,26.5,23.0,21.0,20.7,87,88,no,2.3,50.0,9.2,2024,1,18
1008.1,28.4,26.6,23.7,24.3,87,84,yes,0.3,220.0,12.0,2024,1,19
1011.4,23.5,21.1,20.6,20.6,97,88,yes,0.0,30.0,20.0,2024,1,20
1018.0,22.1,20.5,18.5,16.6,78,88,yes,0.0,20.0,38.3,2024,1,21
1017.8,22.3,21.1,19.8,19.6,91,79,yes,0.0,40.0,15.0,2024,1,22
1012.0,30.6,27.0,25.3,20.9,70,48,no,7.8,120.0,9.2,2024,1,23
1008.1,35.2,31.0,28.8,25.0,72,38,no,11.2,180.0,9.0,2024,1,24
1008.8,32.1,29.8,28.0,26.0,80,73,yes,9.8,220.0,22.8,2024,1,25
1006.0,33.0,30.3,28.7,26.3,79,58,no,10.0,230.0,27.4,2024,1,26
1016.0,29.1,26.1,24.1,23.2,84,20,no,8.2,80.0,7.9,2024,1,27
1016.4,28.7,26.5,25.5,23.6,84,70,yes,5.9,70.0,18.0,2024,1,28
1032.6,10.8,7.4,4.3,3.7,46,25,no,10.1,20.0,28.7,2024,1,29
1022.5,18.6,17.6,17.0,12.9,75,88,yes,0.0,40.0,19.0,2024,1,30
1001.0,34.2,31.0,28.1,25.9,75,46,no,10.4,280.0,23.5,2024,1,31
1010.3,32.9,30.0,28.1,25.2,76,29,no,11.4,240.0,14.5,2024,2,1
1017.8,29.6,26.7,25.3,23.1,81,53,no,8.4,100.0,16.5,2024,2,2
1017.1,25.0,23.3,22.2,19.6,80,69,yes,6.3,70.0,15.9,2024,2,3
1016.0,29.1,26.1,24.1,23.2,84,20,no,8.2,80.0,7.9,2024,2,4
1023.6,20.2,15.8,12.6,9.8,68,22,no,11.1,70.0,13.4,2024,2,5
1018.4,20.3,18.4,15.7,15.8,85,91,yes,0.1,70.0,41.3,2024,2,6
1011.5,30.5,27.9,26.2,23.2,76,66,yes,6.7,90.0,22.6,2024,2,7
1015.4,16.1,15.1,14.5,14.6,97,97,yes,0.0,50.0,37.5,2024,2,8
1009.2,26.3,23.3,21.3,21.9,92,93,yes,0.0,190.0,20.5,2024,2,9
1007.8,28.9,27.4,25.7,25.4,89,87,yes,0.4,50.0,8.6,2024,2,10
1006.7,31.4,29.4,28.2,25.9,82,88,yes,1.6,230.0,23.2,2024,2,11
1006.8,27.9,26.6,25.8,25.2,92,88,yes,0.0,220.0,5.9,2024,2,12
1019.9,18.5,17.3,16.1,13.7,79,86,no,0.6,20.0,23.9,2024,2,13
1007.8,32.8,30.1,28.6,26.2,80,73,no,7.2,230.0,31.7,2024,2,14
1011.4,23.5,21.1,20.6,20.6,97,88,yes,0.0,30.0,20.0,2024,2,15
1007.6,29.5,27.6,26.7,24.8,85,84,yes,1.8,70.0,34.8,2024,2,16
1017.7,17.1,16.1,15.1,15.3,95,100,yes,0.0,50.0,26.2,2024,2,17
1017.5,18.5,18.0,17.2,15.5,85,91,yes,0.0,70.0,37.7,2024,2,18
1028.9,16.8,14.8,13.5,10.5,76,87,no,0.1,20.0,20.4,2024,2,19
1018.2,28.4,26.4,25.5,22.9,81,61,yes,7.0,90.0,24.2,2024,2,20
1008.3,29.1,26.2,23.8,17.3,58,78,no,7.5,10.0,17.2,2024,2,21
1013.9,27.2,25.5,24.4,23.8,90,51,no,7.0,80.0,17.2,2024,2,22
1017.4,28.2,25.0,23.1,20.1,75,51,no,7.4,70.0,23.9,2024,2,23
1007.8,30.9,28.0,26.2,24.7,82,62,yes,8.8,100.0,16.2,2024,2,24
1027.1,10.4,8.5,7.0,3.4,70,95,yes,0.0,20.0,55.5,2024,2,25
1015.4,16.1,15.1,14.5,14.6,97,97,yes,0.0,50.0,37.5,2024,2,26
1013.0,24.9,22.4,20.3,21.4,94,85,yes,1.5,40.0,12.5,2024,2,27
1016.1,28.2,25.8,24.5,22.0,80,82,yes,6.5,70.0,28.3,2024,2,28
1011.2,32.2,28.9,26.9,24.6,78,69,no,10.7,20.0,11.8,2024,2,29
1003.8,29.0,28.1,27.0,25.1,84,88,yes,0.0,230.0,16.3,2024,3,1
1010.2,29.2,26.4,24.3,19.3,65,64,yes,6.4,10.0,13.2,2024,3,2
1017.0,28.5,25.9,24.5,22.9,84,58,yes,5.9,70.0,22.1,2024,3,3
1018.2,28.4,26.4,25.5,22.9,81,61,yes,7.0,90.0,24.2,2024,3,4
1013.7,25.9,24.8,23.6,23.5,93,74,yes,2.3,80.0,25.5,2024,3,5
1020.8,21.0,18.4,16.5,14.4,78,28,no,7.7,60.0,14.3,2024,3,6
1014.1,26.8,26.0,25.3,25.4,97,86,yes,0.4,100.0,30.4,2024,3,7
1014.6,22.9,21.6,20.2,19.5,88,89,yes,0.2,40.0,20.9,2024,3,8
1012.5,25.9,23.1,21.3,21.1,89,76,no,3.5,200.0,10.2,2024,3,9
1009.4,30.7,27.9,26.4,23.1,75,60,no,8.3,60.0,29.0,2024,3,10
1007.5,32.6,29.0,25.8,26.5,87,88,yes,5.4,130.0,22.5,2024,3,11
1012.5,22.9,20.8,17.1,19.9,95,88,yes,0.6,50.0,15.1,2024,3,12
1018.7,27.8,25.1,23.3,19.1,70,68,yes,10.5,70.0,32.4,2024,3,13
1021.8,18.8,15.2,13.3,10.9,76,45,no,9.2,40.0,9.1,2024,3,14
1027.4,17.6,15.2,14.0,11.6,79,88,yes,0.2,30.0,15.2,2024,3,15
1017.4,28.2,25.0,23.1,20.1,75,51,no,7.4,70.0,23.9,2024,3,16
1009.8,28.4,26.0,23.9,24.3,90,83,yes,3.1,180.0,13.0,2024,3,17
1008.2,29.1,26.8,25.4,24.0,85,83,yes,3.6,230.0,20.2,2024,3,18
1017.7,14.5,13.6,12.7,11.4,87,100,yes,0.0,50.0,36.0,2024,3,19
1020.4,27.2,25.6,24.4,21.6,79,66,yes,5.3,80.0,40.8,2024,3,20
1020.6,19.7,17.9,16.9,13.3,74,87,no,0.6,30.0,21.6,2024,3,21
1007.4,29.0,27.4,25.8,25.0,87,88,yes,0.9,40.0,5.7,2024,3,22
1017.1,25.0,23.3,22.2,19.6,80,69,yes,6.3,70.0,15.9,2024,3,23
1016.1,28.2,25.8,24.5,22.0,80,82,yes,6.5,70.0,28.3,2024,3,24
1009.3,31.1,28.7,27.1,24.5,78,74,yes,7.7,200.0,14.5,2024,3,25
1022.7,15.3,13.0,9.8,11.6,92,95,yes,0.2,20.0,29.6,2024,3,26
1014.8,18.2,17.1,16.4,16.3,95,95,yes,0.1,60.0,38.3,2024,3,27
1017.5,18.5,18.0,17.2,15.5,85,91,yes,0.0,70.0,37.7,2024,3,28
1013.0,30.7,27.0,24.8,21.6,73,50,no,8.3,80.0,9.9,2024,3,29
1005.9,27.8,26.6,25.4,25.4,93,85,yes,0.0,230.0,20.0,2024,3,30
1006.0,33.0,30.3,28.7,26.3,79,58,no,10.0,230.0,27.4,2024,3,31
1024.7,19.7,16.5,14.6,11.5,73,43,no,9.9,70.0,34.2,2024,4,1
1023.8,20.6,16.6,14.4,11.4,72,32,no,10.6,60.0,27.1,2024,4,2
1012.4,31.6,27.9,26.5,23.1,76,82,yes,4.2,10.0,30.6,2024,4,3
1009.1,32.0,28.9,27.3,25.3,81,40,yes,6.8,110.0,10.2,2024,4,4
1008.0,33.8,30.2,28.4,25.8,78,67,yes,10.2,220.0,18.1,2024,4,5
1008.2,30.2,27.8,26.5,25.0,85,81,yes,2.5,90.0,15.1,2024,4,6
1016.6,21.3,20.4,19.1,17.3,82,84,yes,0.4,50.0,20.3,2024,4,7
1010.9,27.5,25.9,24.1,24.2,90,86,yes,1.1,190.0,16.0,2024,4,8
1008.6,28.7,27.4,25.5,23.8,81,88,yes,0.4,190.0,11.9,2024,4,9
1010.1,30.6,28.7,26.9,25.0,81,69,no,3.9,170.0,16.3,2024,4,10
1012.3,24.6,23.7,23.2,20.1,80,86,yes,0.3,80.0,39.5,2024,4,11
1022.2,15.6,12.4,10.7,11.2,93,96,yes,0.0,20.0,31.9,2024,4,12
1012.4,27.8,25.5,24.4,22.2,82,88,yes,1.2,50.0,24.9,2024,4,13
1020.4,21.4,18.2,16.1,13.5,75,89,yes,0.7,10.0,27.6,2024,4,14
1018.1,23.2,20.2,18.1,16.9,82,71,no,3.0,40.0,15.4,2024,4,15
1022.6,14.3,11.9,10.0,8.0,77,93,yes,0.0,20.0,25.0,2024,4,16
1023.1,19.3,17.3,15.4,12.1,72,86,no,0.9,10.0,21.8,2024,4,17
1016.1,28.2,25.8,24.5,22.0,80,82,yes,6.5,70.0,28.3,2024,4,18
1009.1,32.0,28.9,27.3,25.3,81,40,yes,6.8,110.0,10.2,2024,4,19
1017.1,15.5,14.8,14.0,11.1,79,94,yes,0.0,70.0,38.0,2024,4,20
1016.7,26.6,24.5,23.3,19.8,76,35,yes,9.8,70.0,31.2,2024,4,21
1020.6,18.9,18.1,17.1,14.3,78,79,no,3.3,70.0,39.3,2024,4,22
1020.8,21.0,18.4,16.5,14.4,78,28,no,7.7,60.0,14.3,2024,4,23
1005.6,31.3,29.7,27.4,20.0,56,53,no,10.4,230.0,15.5,2024,4,24
1002.2,31.1,28.9,26.1,26.1,85,89,yes,2.4,240.0,19.8,2024,4,25
1010.6,33.3,29.5,27.3,24.5,75,38,no,10.3,20.0,5.5,2024,4,26
1009.7,32.9,30.1,28.1,24.8,74,29,no,11.8,240.0,12.8,2024,4,27
1026.4,16.5,13.9,11.3,3.1,48,11,no,9.5,40.0,25.2,2024,4,28
1012.5,28.4,24.6,22.0,22.3,87,80,yes,4.8,30.0,7.3,2024,4,29
1013.2,27.8,26.7,24.9,25.2,92,95,yes,0.0,120.0,50.7,2024,4,30
1008.2,30.2,27.8,26.5,25.0,85,81,yes,2.5,90.0,15.1,2024,5,1
1013.2,27.8,26.7,24.9,25.2,92,95,yes,0.0,120.0,50.7,2024,5,2
1013.0,29.0,27.6,25.8,25.8,90,87,yes,0.7,60.0,18.2,2024,5,3
1008.8,32.1,29.8,28.0,26.0,80,73,yes,9.8,220.0,22.8,2024,5,4
1023.6,14.3,12.5,10.3,8.6,77,88,yes,0.3,40.0,21.3,2024,5,5
1016.0,29.1,26.1,24.1,23.2,84,20,no,8.2,80.0,7.9,2024,5,6
1011.9,31.0,28.1,26.9,24.5,81,86,yes,2.1,70.0,32.2,2024,5,7
1019.8,26.0,22.6,19.7,16.0,67,72,yes,7.5,20.0,22.5,2024,5,8
1025.9,15.2,13.2,11.5,-0.4,39,25,no,9.1,20.0,35.6,2024,5,9
1012.7,27.6,26.4,25.0,25.0,92,85,yes,0.7,140.0,12.5,2024,5,10
1018.1,23.2,20.2,18.1,16.9,82,71,no,3.0,40.0,15.4,2024,5,11
1012.5,25.9,23.1,21.3,21.1,89,76,no,3.5,200.0,10.2,2024,5,12
1013.3,27.9,25.3,23.2,22.9,87,84,yes,2.5,40.0,9.1,2024,5,13
1024.1,19.9,16.9,15.2,10.0,65,58,no,5.6,60.0,26.9,2024,5,14
1020.1,17.6,16.4,15.3,12.5,78,84,no,1.0,60.0,38.0,2024,5,15
1013.0,31.7,28.8,26.4,25.3,81,84,yes,2.9,30.0,7.9,2024,5,16
1024.3,17.5,13.2,11.4,6.6,64,88,yes,0.0,20.0,33.5,2024,5,17
1009.8,28.4,26.0,23.9,24.3,90,83,yes,3.1,180.0,13.0,2024,5,18
1013.3,26.5,23.1,21.5,21.6,91,83,no,6.9,70.0,20.0,2024,5,19
1007.9,30.7,27.5,25.4,24.1,82,61,yes,7.6,180.0,7.4,2024,5,20
1008.3,33.3,29.4,26.8,24.1,74,29,no,5.7,10.0,4.4,2024,5,21
1020.6,17.6,16.1,14.6,14.7,91,88,yes,0.3,50.0,24.4,2024,5,22
1008.4,34.0,30.4,28.0,24.6,72,21,no,12.1,240.0,16.0,2024,5,23
1017.0,28.5,25.9,24.5,22.9,84,58,yes,5.9,70.0,22.1,2024,5,24
1001.0,34.2,31.0,28.1,25.9,75,46,no,10.4,280.0,23.5,2024,5,25
1006.1,33.3,29.6,27.6,24.4,74,27,no,10.8,220.0,8.7,2024,5,26
1012.2,31.4,28.0,25.9,22.1,71,46,no,9.3,60.0,41.3,2024,5,27
1020.8,18.7,16.1,14.2,12.1,77,34,no,9.1,30.0,24.4,2024,5,28
1012.0,21.9,19.5,17.2,19.0,97,92,yes,0.1,30.0,13.1,2024,5,29
1010.9,27.7,25.8,24.5,24.8,94,88,yes,0.0,110.0,16.5,2024,5,30
1012.5,29.1,25.5,23.5,19.3,70,43,no,9.7,60.0,8.9,2024,5,31
1004.5,30.6,28.1,25.1,25.2,85,88,yes,0.6,230.0,20.2,2024,6,1
1007.8,30.9,28.0,26.2,24.7,82,62,yes,8.8,100.0,16.2,2024,6,2
1018.7,27.8,25.1,23.3,19.1,70,68,yes,10.5,70.0,32.4,2024,6,3
1013.8,29.4,25.8,23.3,20.4,73,20,no,10.5,30.0,9.9,2024,6,4
1011.4,31.2,28.7,27.3,25.2,82,80,no,3.8,150.0,9.5,2024,6,5
1011.5,20.6,17.8,14.8,16.1,90,79,yes,1.6,20.0,23.4,2024,6,6
998.5,36.3,32.4,30.0,24.0,62,55,no,10.8,290.0,17.2,2024,6,7
1024.1,14.4,12.9,11.6,8.9,77,91,yes,0.0,20.0,19.2,2024,6,8
1008.4,28.9,26.8,24.8,23.2,81,65,yes,6.4,20.0,7.9,2024,6,9
1013.2,27.8,26.7,24.9,25.2,92,95,yes,0.0,120.0,50.7,2024,6,10
1003.8,29.0,28.1,27.0,25.1,84,88,yes,0.0,230.0,16.3,2024,6,11
1006.3,31.2,29.1,26.8,26.1,84,67,yes,5.0,270.0,6.9,2024,6,12
1011.9,31.0,28.1,26.9,24.5,81,86,yes,2.1,70.0,32.2,2024,6,13
1005.3,33.1,30.1,27.8,24.2,72,29,no,10.6,220.0,6.1,2024,6,14
1016.0,29.1,26.1,24.1,23.2,84,20,no,8.2,80.0,7.9,2024,6,15
1017.3,24.2,23.9,23.6,21.1,84,88,yes,0.0,80.0,41.4,2024,6,16
1006.8,27.9,26.6,25.8,25.2,92,88,yes,0.0,220.0,5.9,2024,6,17
1008.1,35.2,31.0,28.8,25.0,72,38,no,11.2,180.0,9.0,2024,6,18
1021.4,19.4,17.7,15.7,9.6,59,74,yes,2.4,50.0,20.5,2024,6,19
1018.8,24.3,20.9,19.2,18.0,84,51,yes,7.7,20.0,14.5,2024,6,20
1019.0,20.4,18.4,16.0,12.6,69,70,yes,2.2,10.0,26.8,2024,6,21
1011.5,23.4,22.2,20.4,20.9,92,90,yes,0.5,50.0,23.7,2024,6,22
1010.7,26.1,23.7,21.0,22.0,90,81,yes,1.0,300.0,11.1,2024,6,23
1007.4,28.8,26.9,25.6,25.1,90,88,yes,0.2,210.0,12.9,2024,6,24
1021.3,18.1,16.6,15.4,12.2,76,91,yes,0.1,10.0,28.4,2024,6,25
1022.4,20.4,18.4,15.3,9.7,57,44,no,8.6,60.0,39.3,2024,6,26
1013.4,30.8,26.2,23.6,19.5,69,17,no,10.5,70.0,12.4,2024,6,27
1016.8,18.9,17.7,16.9,16.8,95,95,yes,0.0,60.0,35.1,2024,6,28
1008.3,33.3,29.4,26.8,24.1,74,29,no,5.7,10.0,4.4,2024,6,29
1009.8,27.6,25.1,23.7,21.4,80,78,yes,5.0,70.0,28.6,2024,6,30
1014.9,21.3,19.7,18.9,18.2,91,76,yes,0.0,40.0,13.8,2024,7,1
1014.8,18.2,17.1,16.4,16.3,95,95,yes,0.1,60.0,38.3,2024,7,2
1006.3,30.0,27.1,24.1,25.1,89,85,yes,3.1,190.0,12.6,2024,7,3
1022.0,21.7,18.9,17.2,15.6,81,83,yes,0.6,50.0,15.3,2024,7,4
1008.4,28.9,26.8,24.8,23.2,81,65,yes,6.4,20.0,7.9,2024,7,5
1005.3,32.0,30.3,29.3,26.3,79,86,yes,1.6,210.0,29.3,2024,7,6
1013.7,25.9,24.8,23.6,23.5,93,74,yes,2.3,80.0,25.5,2024,7,7
1015.6,30.1,26.5,24.3,22.1,77,48,no,9.5,60.0,10.3,2024,7,8
1022.5,18.6,17.6,17.0,12.9,75,88,yes,0.0,40.0,19.0,2024,7,9
1016.6,21.3,20.4,19.1,17.3,82,84,yes,0.4,50.0,20.3,2024,7,10
1022.2,19.0,18.0,17.0,14.1,78,90,yes,0.0,30.0,28.5,2024,7,11
1009.3,31.1,28.7,27.1,24.5,78,74,yes,7.7,200.0,14.5,2024,7,12
1023.9,19.6,14.8,11.6,4.3,52,0,no,10.2,40.0,16.7,2024,7,13
1007.9,29.6,28.0,26.4,25.6,87,84,yes,0.1,230.0,22.9,2024,7,14
1012.0,21.9,19.5,17.2,19.0,97,92,yes,0.1,30.0,13.1,2024,7,15
1013.3,27.9,25.3,23.2,22.9,87,84,yes,2.5,40.0,9.1,2024,7,16
1016.0,29.1,26.1,24.1,23.2,84,20,no,8.2,80.0,7.9,2024,7,17
1005.9,27.8,26.6,25.4,25.4,93,85,yes,0.0,230.0,20.0,2024,7,18
1019.9,18.5,17.3,16.1,13.7,79,86,no,0.6,20.0,23.9,2024,7,19
1016.8,24.7,22.3,21.1,20.7,91,70,yes,6.0,40.0,9.4,2024,7,20
1026.6,18.6,17.3,16.3,12.8,75,85,yes,1.0,20.0,25.9,2024,7,21
1005.0,31.5,29.7,28.5,26.7,84,90,yes,1.3,220.0,24.3,2024,7,22
1023.2,20.1,16.0,12.5,9.6,67,55,yes,5.9,20.0,23.9,2024,7,23
1011.3,29.4,26.8,24.8,20.9,70,45,yes,7.1,20.0,20.4,2024,7,24
1019.5,17.2,13.4,10.0,12.2,93,93,yes,0.0,20.0,39.7,2024,7,25
1017.2,25.9,24.8,24.4,21.6,82,73,yes,1.1,80.0,30.6,2024,7,26
1009.8,27.6,25.1,23.7,21.4,80,78,yes,5.0,70.0,28.6,2024,7,27
1008.0,33.8,30.2,28.4,25.8,78,67,yes,10.2,220.0,18.1,2024,7,28
1005.9,27.8,26.6,25.4,25.4,93,85,yes,0.0,230.0,20.0,2024,7,29
1007.9,31.0,29.1,27.2,26.1,84,77,yes,3.6,210.0,19.0,2024,7,30
1006.7,31.4,29.4,28.2,25.9,82,88,yes,1.6,230.0,23.2,2024,7,31
1028.9,16.8,14.8,13.5,10.5,76,87,no,0.1,20.0,20.4,2024,8,1
1010.1,30.6,28.7,26.9,25.0,81,69,no,3.9,170.0,16.3,2024,8,2
1015.2,25.3,23.3,21.0,22.1,92,86,yes,0.3,80.0,29.7,2024,8,3
1006.2,29.6,27.8,26.5,24.8,84,87,yes,3.1,230.0,11.0,2024,8,4
1022.2,15.9,15.0,14.7,11.0,77,82,yes,0.0,70.0,44.7,2024,8,5
1023.6,20.2,15.8,12.6,9.8,68,22,no,11.1,70.0,13.4,2024,8,6
1004.9,32.2,29.7,28.1,25.3,78,38,no,11.0,230.0,20.5,2024,8,7
1007.5,32.6,29.0,25.8,26.5,87,88,yes,5.4,130.0,22.5,2024,8,8
1025.3,19.2,17.3,15.2,13.3,78,86,yes,1.2,20.0,20.9,2024,8,9
1017.7,25.4,23.8,22.6,20.6,82,85,yes,2.6,80.0,43.8,2024,8,10
1012.5,29.1,25.5,23.5,19.3,70,43,no,9.7,60.0,8.9,2024,8,11
1005.5,25.1,21.8,20.9,21.6,98,93,yes,0.0,40.0,14.5,2024,8,12
1007.8,28.9,27.4,25.7,25.4,89,87,yes,0.4,50.0,8.6,2024,8,13
1011.3,29.4,26.8,24.8,20.9,70,45,yes,7.1,20.0,20.4,2024,8,14
1010.6,31.0,28.7,27.1,25.1,81,69,no,4.7,170.0,12.1,2024,8,15
1022.3,16.7,15.5,13.7,14.3,92,88,yes,0.0,20.0,19.3,2024,8,16
1011.4,31.2,28.7,27.3,25.2,82,80,no,3.8,150.0,9.5,2024,8,17
